tile,scene_id,datetime,ndwi_mean,ndwi_std,fai_mean,fai_std,rednir_mean,rednir_std,valid_px,chlor_a,kd490,flh,season_dir
S2A_MSIL2A_20190815T065631_R063_T39QXG_20201005T003451_0000.jpg,S2A_MSIL2A_20190815T065631_R063_T39QXG_20201005T003451,2019-08-15 06:56:31.024000+00:00,-0.1516757309436798,1.4901161193847656e-08,0.0436918139457702,0.0,0.9187584519386292,5.960464477539064e-08,16384,,,,data/aerial_summer_2019
S2B_MSIL2A_20190810T065629_R063_T39QXG_20201004T224711_0000.jpg,S2B_MSIL2A_20190810T065629_R063_T39QXG_20201004T224711,2019-08-10 06:56:29.024000+00:00,-0.1452402770519256,1.4901161193847656e-08,0.044839322566986,0.0,0.9297323226928712,0.0,16384,,,,data/aerial_summer_2019
S2A_MSIL2A_20190805T065631_R063_T39QXG_20201004T203752_0000.jpg,S2A_MSIL2A_20190805T065631_R063_T39QXG_20201004T203752,2019-08-05 06:56:31.024000+00:00,-0.1603191047906875,0.0,0.0421966910362243,0.0,0.9017276763916016,0.0,16384,,,,data/aerial_summer_2019
S2A_MSIL2A_20190726T065631_R063_T39QXG_20201106T015556_0000.jpg,S2A_MSIL2A_20190726T065631_R063_T39QXG_20201106T015556,2019-07-26 06:56:31.024000+00:00,-0.1444757282733917,2.9802322387695312e-08,0.0470622777938842,0.0,0.931516408920288,2.384185791015625e-07,16384,,,,data/aerial_summer_2019
S2B_MSIL2A_20190724T070629_R106_T39QXG_20201005T190606_0000.jpg,S2B_MSIL2A_20190724T070629_R106_T39QXG_20201005T190606,2019-07-24 07:06:29.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2019
S2B_MSIL2A_20190721T065629_R063_T39QXG_20201005T173638_0000.jpg,S2B_MSIL2A_20190721T065629_R063_T39QXG_20201005T173638,2019-07-21 06:56:29.024000+00:00,-0.1280093491077423,2.9802322387695312e-08,0.0436262115836143,7.450580596923828e-09,0.943362295627594,0.0,16384,,,,data/aerial_summer_2019
S2A_MSIL2A_20190716T065631_R063_T39QXG_20201005T144731_0000.jpg,S2A_MSIL2A_20190716T065631_R063_T39QXG_20201005T144731,2019-07-16 06:56:31.024000+00:00,-0.1681413799524307,2.9802322387695312e-08,0.0439803376793861,7.450580596923828e-09,0.8966570496559143,5.960464477539064e-08,16384,,,,data/aerial_summer_2019
S2B_MSIL2A_20190714T070629_R106_T39QXG_20201005T140226_0000.jpg,S2B_MSIL2A_20190714T070629_R106_T39QXG_20201005T140226,2019-07-14 07:06:29.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2019
S2B_MSIL2A_20190711T065629_R063_T39QXG_20201005T123514_0000.jpg,S2B_MSIL2A_20190711T065629_R063_T39QXG_20201005T123514,2019-07-11 06:56:29.024000+00:00,-0.1740116328001022,1.4901161193847656e-08,0.0396590232849121,0.0,0.8823511600494385,5.960464477539064e-08,16384,,,,data/aerial_summer_2019
S2A_MSIL2A_20190706T065631_R063_T39QXG_20201005T095940_0000.jpg,S2A_MSIL2A_20190706T065631_R063_T39QXG_20201005T095940,2019-07-06 06:56:31.024000+00:00,-0.1692305505275726,2.9802322387695312e-08,0.0414557456970214,0.0,0.8915929198265076,0.0,16384,,,,data/aerial_summer_2019
S2B_MSIL2A_20190701T065629_R063_T39QXG_20201005T075203_0000.jpg,S2B_MSIL2A_20190701T065629_R063_T39QXG_20201005T075203,2019-07-01 06:56:29.024000+00:00,-0.1705730110406875,1.4901161193847656e-08,0.0423934459686279,0.0,0.8929404616355896,1.788139343261719e-07,16384,,,,data/aerial_summer_2019
